X,Y,Z
359.44454818995484,338.60933650094773,0.0
381.16271909125743,338.60933650094773,0.0
402.88088999256,338.60933650094773,0.0
424.59906089386254,338.60933650094773,0.0
446.3172317951651,338.60933650094773,0.0
468.0354026964677,338.60933650094773,0.0
489.7535735977703,338.60933650094773,0.0
511.4717444990729,338.60933650094773,0.0
533.1899154003754,338.60933650094773,0.0
554.908086301678,338.60933650094773,0.0
576.6262572029806,338.60933650094773,0.0
598.3444281042832,338.60933650094773,0.0
620.0625990055858,338.60933650094773,0.0
641.7807699068883,338.60933650094773,0.0
663.4989408081908,338.60933650094773,0.0
685.2171117094935,338.60933650094773,0.0
706.9352826107961,338.60933650094773,0.0
728.6534535120986,338.60933650094773,0.0
750.3716244134012,338.60933650094773,0.0
772.0897953147037,338.60933650094773,0.0
793.8079662160063,338.60933650094773,0.0
815.526137117309,338.60933650094773,0.0
837.2443080186115,338.60933650094773,0.0
858.962478919914,338.60933650094773,0.0
880.6806498212167,338.60933650094773,0.0
902.3988207225192,338.60933650094773,0.0
924.1169916238218,338.60933650094773,0.0
945.8351625251244,338.60933650094773,0.0
967.5533334264269,338.60933650094773,0.0
989.2715043277295,338.60933650094773,0.0
1010.9896752290321,338.60933650094773,0.0
1032.7078461303347,338.60933650094773,0.0
1054.4260170316372,338.60933650094773,0.0
1076.1441879329398,338.60933650094773,0.0
1097.8623588342425,338.60933650094773,0.0
1119.580529735545,338.60933650094773,0.0
1141.2987006368476,338.60933650094773,0.0
1163.01687153815,338.60933650094773,0.0
1184.7350424394526,338.60933650094773,0.0
1206.4532133407552,338.60933650094773,0.0
1228.1713842420577,338.60933650094773,0.0
1249.8895551433604,338.60933650094773,0.0
1271.607726044663,338.60933650094773,0.0
1293.3258969459655,338.60933650094773,0.0
1315.0440678472683,338.60933650094773,0.0
1336.7622387485708,338.60933650094773,0.0
1358.4804096498733,338.60933650094773,0.0
1380.1985805511758,338.60933650094773,0.0
1401.9167514524784,338.60933650094773,0.0
1423.634922353781,338.60933650094773,0.0
359.44454818995484,357.2939119494324,0.0
381.16271909125743,357.2939119494324,0.0
402.88088999256,357.2939119494324,0.0
424.59906089386254,357.2939119494324,0.0
446.3172317951651,357.2939119494324,0.0
468.0354026964677,357.2939119494324,0.0
489.7535735977703,357.2939119494324,0.0
511.4717444990729,357.2939119494324,0.0
533.1899154003754,357.2939119494324,0.0
554.908086301678,357.2939119494324,0.0
576.6262572029806,357.2939119494324,0.0
598.3444281042832,357.2939119494324,0.0
620.0625990055858,357.2939119494324,0.0
641.7807699068883,357.2939119494324,0.0
663.4989408081908,357.2939119494324,0.0
685.2171117094935,357.2939119494324,0.0
706.9352826107961,357.2939119494324,0.0
728.6534535120986,357.2939119494324,0.0
750.3716244134012,357.2939119494324,0.0
772.0897953147037,357.2939119494324,0.0
793.8079662160063,357.2939119494324,0.0
815.526137117309,357.2939119494324,0.0
837.2443080186115,357.2939119494324,0.0
858.962478919914,357.2939119494324,0.0
880.6806498212167,357.2939119494324,0.0
902.3988207225192,357.2939119494324,0.0
924.1169916238218,357.2939119494324,0.0
945.8351625251244,357.2939119494324,0.0
967.5533334264269,357.2939119494324,0.0
989.2715043277295,357.2939119494324,0.0
1010.9896752290321,357.2939119494324,0.0
1032.7078461303347,357.2939119494324,0.0
1054.4260170316372,357.2939119494324,0.0
1076.1441879329398,357.2939119494324,0.0
1097.8623588342425,357.2939119494324,0.0
1119.580529735545,357.2939119494324,0.0
1141.2987006368476,357.2939119494324,0.0
1163.01687153815,357.2939119494324,0.0
1184.7350424394526,357.2939119494324,0.0
1206.4532133407552,357.2939119494324,0.0
1228.1713842420577,357.2939119494324,0.0
1249.8895551433604,357.2939119494324,0.0
1271.607726044663,357.2939119494324,0.0
1293.3258969459655,357.2939119494324,0.0
1315.0440678472683,357.2939119494324,0.0
1336.7622387485708,357.2939119494324,0.0
1358.4804096498733,357.2939119494324,0.0
1380.1985805511758,357.2939119494324,0.0
1401.9167514524784,357.2939119494324,0.0
1423.634922353781,357.2939119494324,0.0
359.44454818995484,375.97848739791715,0.0
381.16271909125743,375.97848739791715,0.0
402.88088999256,375.97848739791715,0.0
424.59906089386254,375.97848739791715,0.0
446.3172317951651,375.97848739791715,0.0
468.0354026964677,375.97848739791715,0.0
489.7535735977703,375.97848739791715,0.0
511.4717444990729,375.97848739791715,0.0
533.1899154003754,375.97848739791715,0.0
554.908086301678,375.97848739791715,0.0
576.6262572029806,375.97848739791715,0.0
598.3444281042832,375.97848739791715,0.0
620.0625990055858,375.97848739791715,0.0
641.7807699068883,375.97848739791715,0.0
663.4989408081908,375.97848739791715,0.0
685.2171117094935,375.97848739791715,0.0
706.9352826107961,375.97848739791715,0.0
728.6534535120986,375.97848739791715,0.0
750.3716244134012,375.97848739791715,0.0
772.0897953147037,375.97848739791715,0.0
793.8079662160063,375.97848739791715,0.0
815.526137117309,375.97848739791715,0.0
837.2443080186115,375.97848739791715,0.0
858.962478919914,375.97848739791715,0.0
880.6806498212167,375.97848739791715,0.0
902.3988207225192,375.97848739791715,0.0
924.1169916238218,375.97848739791715,0.0
945.8351625251244,375.97848739791715,0.0
967.5533334264269,375.97848739791715,0.0
989.2715043277295,375.97848739791715,0.0
1010.9896752290321,375.97848739791715,0.0
1032.7078461303347,375.97848739791715,0.0
1054.4260170316372,375.97848739791715,0.0
1076.1441879329398,375.97848739791715,0.0
1097.8623588342425,375.97848739791715,0.0
1119.580529735545,375.97848739791715,0.0
1141.2987006368476,375.97848739791715,0.0
1163.01687153815,375.97848739791715,0.0
1184.7350424394526,375.97848739791715,0.0
1206.4532133407552,375.97848739791715,0.0
1228.1713842420577,375.97848739791715,0.0
1249.8895551433604,375.97848739791715,0.0
1271.607726044663,375.97848739791715,0.0
1293.3258969459655,375.97848739791715,0.0
1315.0440678472683,375.97848739791715,0.0
1336.7622387485708,375.97848739791715,0.0
1358.4804096498733,375.97848739791715,0.0
1380.1985805511758,375.97848739791715,0.0
1401.9167514524784,375.97848739791715,0.0
1423.634922353781,375.97848739791715,0.0
359.44454818995484,394.66306284640183,0.0
381.16271909125743,394.66306284640183,0.0
402.88088999256,394.66306284640183,0.0
424.59906089386254,394.66306284640183,0.0
446.3172317951651,394.66306284640183,0.0
468.0354026964677,394.66306284640183,0.0
489.7535735977703,394.66306284640183,0.0
511.4717444990729,394.66306284640183,0.0
533.1899154003754,394.66306284640183,0.0
554.908086301678,394.66306284640183,0.0
576.6262572029806,394.66306284640183,0.0
598.3444281042832,394.66306284640183,0.0
620.0625990055858,394.66306284640183,0.0
641.7807699068883,394.66306284640183,0.0
663.4989408081908,394.66306284640183,0.0
685.2171117094935,394.66306284640183,0.0
706.9352826107961,394.66306284640183,0.0
728.6534535120986,394.66306284640183,0.0
750.3716244134012,394.66306284640183,0.0
772.0897953147037,394.66306284640183,0.0
793.8079662160063,394.66306284640183,0.0
815.526137117309,394.66306284640183,0.0
837.2443080186115,394.66306284640183,0.0
858.962478919914,394.66306284640183,0.0
880.6806498212167,394.66306284640183,0.0
902.3988207225192,394.66306284640183,0.0
924.1169916238218,394.66306284640183,0.4606876183039077
945.8351625251244,394.66306284640183,1.0492652639222655
967.5533334264269,394.66306284640183,1.4004177988853397
989.2715043277295,394.66306284640183,1.4171293106200977
1010.9896752290321,394.66306284640183,0.987040622054931
1032.7078461303347,394.66306284640183,0.0
1054.4260170316372,394.66306284640183,0.0
1076.1441879329398,394.66306284640183,0.0
1097.8623588342425,394.66306284640183,0.0
1119.580529735545,394.66306284640183,0.0
1141.2987006368476,394.66306284640183,0.0
1163.01687153815,394.66306284640183,0.0
1184.7350424394526,394.66306284640183,0.0
1206.4532133407552,394.66306284640183,0.0
1228.1713842420577,394.66306284640183,0.0
1249.8895551433604,394.66306284640183,0.0
1271.607726044663,394.66306284640183,0.0
1293.3258969459655,394.66306284640183,0.0
1315.0440678472683,394.66306284640183,0.0
1336.7622387485708,394.66306284640183,0.0
1358.4804096498733,394.66306284640183,0.0
1380.1985805511758,394.66306284640183,0.0
1401.9167514524784,394.66306284640183,0.0
1423.634922353781,394.66306284640183,0.0
359.44454818995484,413.34763829488656,0.0
381.16271909125743,413.34763829488656,0.0
402.88088999256,413.34763829488656,0.0
424.59906089386254,413.34763829488656,0.5373463763024882
446.3172317951651,413.34763829488656,1.5461716047418683
468.0354026964677,413.34763829488656,1.6717579677603518
489.7535735977703,413.34763829488656,1.026856403521487
511.4717444990729,413.34763829488656,0.0
533.1899154003754,413.34763829488656,0.0
554.908086301678,413.34763829488656,0.0
576.6262572029806,413.34763829488656,0.0
598.3444281042832,413.34763829488656,0.0
620.0625990055858,413.34763829488656,0.0
641.7807699068883,413.34763829488656,0.0
663.4989408081908,413.34763829488656,0.0
685.2171117094935,413.34763829488656,0.0
706.9352826107961,413.34763829488656,0.0
728.6534535120986,413.34763829488656,0.0
750.3716244134012,413.34763829488656,0.0
772.0897953147037,413.34763829488656,0.0
793.8079662160063,413.34763829488656,0.0
815.526137117309,413.34763829488656,0.35254252742559195
837.2443080186115,413.34763829488656,0.4623382820419959
858.962478919914,413.34763829488656,0.7579821041125695
880.6806498212167,413.34763829488656,1.106539221457723
902.3988207225192,413.34763829488656,1.5046568333354942
924.1169916238218,413.34763829488656,1.96879308493628
945.8351625251244,413.34763829488656,2.5548312156351116
